ac_no,ac_name,district,state,region,reserved_for,candidate_name,party,alliance,is_incumbent,education,profession,age,gender,assets,liabilities,criminal_cases,literacy,community,eci_approved,party_approved,nomination_status,nomination_date,affidavit_url,eci_candidate_id,contact,website,x_handle,source,predicted_winner
99,Constituency #99,Sivaganga,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣13.4 Cr,,0,92.8236648668933,,False,False,,,,,,,,curated,NDA
100,Constituency #100,Virudhunagar,Tamil Nadu,SOUTH,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣35.2 Cr,,1,85.2599822776267,,False,False,,,,,,,,curated,SPA
100,Constituency #100,Virudhunagar,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣48.0 Cr,,0,92.41719039925513,,False,False,,,,,,,,curated,SPA
100,Constituency #100,Virudhunagar,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣5.0 Cr,,1,85.66595250307564,,False,False,,,,,,,,curated,SPA
100,Constituency #100,Virudhunagar,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣9.6 Cr,,1,94.74661884268619,,False,False,,,,,,,,curated,SPA
101,Constituency #101,Madurai,Tamil Nadu,SOUTH,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣24.8 Cr,,0,91.2012873506338,,False,False,,,,,,,,curated,SPA
101,Constituency #101,Madurai,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣46.0 Cr,,0,85.3916732949586,,False,False,,,,,,,,curated,SPA
101,Constituency #101,Madurai,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣38.1 Cr,,1,94.80100540029783,,False,False,,,,,,,,curated,SPA
101,Constituency #101,Madurai,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣38.9 Cr,,2,85.08322295071267,,False,False,,,,,,,,curated,SPA
102,Constituency #102,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣32.8 Cr,,0,93.81569075165572,,False,False,,,,,,,,curated,NDA
102,Constituency #102,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣34.5 Cr,,2,91.82499645382686,,False,False,,,,,,,,curated,NDA
102,Constituency #102,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣17.8 Cr,,2,91.78635367725927,,False,False,,,,,,,,curated,NDA
102,Constituency #102,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣14.5 Cr,,0,87.47383991557831,,False,False,,,,,,,,curated,NDA
103,Constituency #103,Perambalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣28.6 Cr,,1,87.7389022179806,,False,False,,,,,,,,curated,SPA
103,Constituency #103,Perambalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣26.6 Cr,,2,92.7176267985299,,False,False,,,,,,,,curated,SPA
103,Constituency #103,Perambalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣41.1 Cr,,2,86.41211888080846,,False,False,,,,,,,,curated,SPA
103,Constituency #103,Perambalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣6.8 Cr,,1,93.29023036545999,,False,False,,,,,,,,curated,SPA
104,Constituency #104,Thanjavur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣22.6 Cr,,1,89.03481299482115,,False,False,,,,,,,,curated,SPA
104,Constituency #104,Thanjavur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣11.6 Cr,,0,86.25632405969259,,False,False,,,,,,,,curated,SPA
104,Constituency #104,Thanjavur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣38.2 Cr,,1,85.74531096090736,,False,False,,,,,,,,curated,SPA
104,Constituency #104,Thanjavur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣12.9 Cr,,0,90.87025880263454,,False,False,,,,,,,,curated,SPA
105,Constituency #105,Nagapattinam,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣20.5 Cr,,0,93.36815949521815,,False,False,,,,,,,,curated,SPA
105,Constituency #105,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣22.3 Cr,,2,87.75964118917285,,False,False,,,,,,,,curated,SPA
105,Constituency #105,Nagapattinam,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣19.9 Cr,,2,93.49869188956016,,False,False,,,,,,,,curated,SPA
105,Constituency #105,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣7.1 Cr,,2,90.27185618138395,,False,False,,,,,,,,curated,SPA
106,Constituency #106,Dharmapuri,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣43.3 Cr,,2,94.01566123901097,,False,False,,,,,,,,curated,SPA
106,Constituency #106,Dharmapuri,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣21.6 Cr,,0,92.83821788467692,,False,False,,,,,,,,curated,SPA
106,Constituency #106,Dharmapuri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣17.6 Cr,,1,88.64335743764133,,False,False,,,,,,,,curated,SPA
106,Constituency #106,Dharmapuri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣30.0 Cr,,0,85.36282847999259,,False,False,,,,,,,,curated,SPA
107,Constituency #107,Erode,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣26.2 Cr,,1,90.46804619502328,,False,False,,,,,,,,curated,NDA
107,Constituency #107,Erode,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣23.1 Cr,,1,86.35192850251197,,False,False,,,,,,,,curated,NDA
107,Constituency #107,Erode,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣24.0 Cr,,2,88.89840571462575,,False,False,,,,,,,,curated,NDA
107,Constituency #107,Erode,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣14.2 Cr,,1,90.04523127028982,,False,False,,,,,,,,curated,NDA
108,Constituency #108,Salem,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣26.3 Cr,,0,90.08408803911774,,False,False,,,,,,,,curated,SPA
108,Constituency #108,Salem,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣37.6 Cr,,2,88.76222541989915,,False,False,,,,,,,,curated,SPA
108,Constituency #108,Salem,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣16.1 Cr,,1,88.67955290972426,,False,False,,,,,,,,curated,SPA
108,Constituency #108,Salem,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣31.2 Cr,,0,89.07041425207473,,False,False,,,,,,,,curated,SPA
109,Constituency #109,Kallakurichi,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣36.4 Cr,,1,92.39932372137761,,False,False,,,,,,,,curated,SPA
109,Constituency #109,Kallakurichi,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣7.2 Cr,,2,94.61015233505381,,False,False,,,,,,,,curated,SPA
109,Constituency #109,Kallakurichi,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣41.8 Cr,,1,93.84934865810834,,False,False,,,,,,,,curated,SPA
109,Constituency #109,Kallakurichi,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣41.1 Cr,,0,92.38504688820875,,False,False,,,,,,,,curated,SPA
110,Constituency #110,Coimbatore,Tamil Nadu,WEST,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣30.8 Cr,,2,87.28359614012422,,False,False,,,,,,,,curated,NDA
110,Constituency #110,Coimbatore,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣28.2 Cr,,1,89.96379419359292,,False,False,,,,,,,,curated,NDA
110,Constituency #110,Coimbatore,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣25.0 Cr,,1,94.48156694045743,,False,False,,,,,,,,curated,NDA
110,Constituency #110,Coimbatore,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣6.8 Cr,,2,85.02233027481836,,False,False,,,,,,,,curated,NDA
111,Constituency #111,Ranipet,Tamil Nadu,NORTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣28.4 Cr,,0,85.91791590230264,,False,False,,,,,,,,curated,SPA
111,Constituency #111,Ranipet,Tamil Nadu,NORTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣50.1 Cr,,0,92.72910855661827,,False,False,,,,,,,,curated,SPA
111,Constituency #111,Ranipet,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣7.3 Cr,,2,90.71303641934824,,False,False,,,,,,,,curated,SPA
111,Constituency #111,Ranipet,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣14.9 Cr,,2,87.71629566491379,,False,False,,,,,,,,curated,SPA
112,Constituency #112,Chennai,Tamil Nadu,CHENNAI,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣30.9 Cr,,2,90.50416078710862,,False,False,,,,,,,,curated,SPA
112,Constituency #112,Chennai,Tamil Nadu,CHENNAI,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣46.2 Cr,,0,86.5740810745051,,False,False,,,,,,,,curated,SPA
112,Constituency #112,Chennai,Tamil Nadu,CHENNAI,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣7.0 Cr,,1,90.59282782277606,,False,False,,,,,,,,curated,SPA
112,Constituency #112,Chennai,Tamil Nadu,CHENNAI,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣32.4 Cr,,2,88.75438109661901,,False,False,,,,,,,,curated,SPA
113,Constituency #113,Kancheepuram,Tamil Nadu,NORTH,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣37.8 Cr,,2,87.6963522021286,,False,False,,,,,,,,curated,NDA
113,Constituency #113,Kancheepuram,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣32.6 Cr,,0,93.59038279035035,,False,False,,,,,,,,curated,NDA
113,Constituency #113,Kancheepuram,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣12.4 Cr,,0,92.56674641372814,,False,False,,,,,,,,curated,NDA
113,Constituency #113,Kancheepuram,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣49.8 Cr,,0,92.86130455820991,,False,False,,,,,,,,curated,NDA
114,Constituency #114,Tenkasi,Tamil Nadu,SOUTH,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣2.8 Cr,,0,93.74197945402288,,False,False,,,,,,,,curated,SPA
114,Constituency #114,Tenkasi,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣41.0 Cr,,0,91.53334889491141,,False,False,,,,,,,,curated,SPA
114,Constituency #114,Tenkasi,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣16.7 Cr,,2,93.93331530125549,,False,False,,,,,,,,curated,SPA
114,Constituency #114,Tenkasi,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣1.6 Cr,,2,90.67774691727563,,False,False,,,,,,,,curated,SPA
115,Constituency #115,Theni,Tamil Nadu,SOUTH,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣42.8 Cr,,1,87.36437712785181,,False,False,,,,,,,,curated,NDA
115,Constituency #115,Theni,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣32.8 Cr,,0,91.46414056855588,,False,False,,,,,,,,curated,NDA
115,Constituency #115,Theni,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣31.5 Cr,,2,92.82563749968182,,False,False,,,,,,,,curated,NDA
115,Constituency #115,Theni,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣30.3 Cr,,0,94.4400517538572,,False,False,,,,,,,,curated,NDA
116,Constituency #116,Ramanathapuram,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣8.1 Cr,,2,94.96435574025772,,False,False,,,,,,,,curated,NDA
116,Constituency #116,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣45.9 Cr,,2,86.89728618892545,,False,False,,,,,,,,curated,NDA
116,Constituency #116,Ramanathapuram,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣41.8 Cr,,1,92.07774746004839,,False,False,,,,,,,,curated,NDA
116,Constituency #116,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣8.3 Cr,,2,85.10681964928825,,False,False,,,,,,,,curated,NDA
117,Constituency #117,Pudukkottai,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣14.4 Cr,,2,89.297963378692,,False,False,,,,,,,,curated,SPA
117,Constituency #117,Pudukkottai,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣29.0 Cr,,2,85.9783246710205,,False,False,,,,,,,,curated,SPA
117,Constituency #117,Pudukkottai,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣20.0 Cr,,0,88.29191353826599,,False,False,,,,,,,,curated,SPA
117,Constituency #117,Pudukkottai,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣50.1 Cr,,2,89.9733129970551,,False,False,,,,,,,,curated,SPA
118,Constituency #118,Dindigul,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣7.1 Cr,,0,87.5323869003847,,False,False,,,,,,,,curated,NDA
118,Constituency #118,Dindigul,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣15.1 Cr,,0,85.06059568910872,,False,False,,,,,,,,curated,NDA
118,Constituency #118,Dindigul,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣28.3 Cr,,2,87.75063541360213,,False,False,,,,,,,,curated,NDA
118,Constituency #118,Dindigul,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣23.8 Cr,,0,88.09184368616698,,False,False,,,,,,,,curated,NDA
119,Constituency #119,Ariyalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣46.7 Cr,,2,86.93082354084102,,False,False,,,,,,,,curated,NDA
119,Constituency #119,Ariyalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣13.2 Cr,,0,90.28384682890746,,False,False,,,,,,,,curated,NDA
119,Constituency #119,Ariyalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣11.3 Cr,,0,88.83198896770391,,False,False,,,,,,,,curated,NDA
119,Constituency #119,Ariyalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣21.0 Cr,,2,88.21023765911737,,False,False,,,,,,,,curated,NDA
120,Constituency #120,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣45.4 Cr,,1,90.50164581101534,,False,False,,,,,,,,curated,SPA
120,Constituency #120,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣28.1 Cr,,1,86.41558292810915,,False,False,,,,,,,,curated,SPA
120,Constituency #120,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣21.6 Cr,,1,89.74173844318454,,False,False,,,,,,,,curated,SPA
120,Constituency #120,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣21.9 Cr,,1,86.36482340487417,,False,False,,,,,,,,curated,SPA
121,Constituency #121,Thiruvarur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣6.9 Cr,,0,89.96425424071604,,False,False,,,,,,,,curated,NDA
121,Constituency #121,Thiruvarur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣45.9 Cr,,2,91.2619089807741,,False,False,,,,,,,,curated,NDA
121,Constituency #121,Thiruvarur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣26.3 Cr,,2,94.57411841099328,,False,False,,,,,,,,curated,NDA
121,Constituency #121,Thiruvarur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣16.2 Cr,,0,91.43337123397518,,False,False,,,,,,,,curated,NDA
122,Constituency #122,Krishnagiri,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣37.3 Cr,,2,88.79325206277171,,False,False,,,,,,,,curated,NDA
122,Constituency #122,Krishnagiri,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣49.0 Cr,,2,91.3565479609314,,False,False,,,,,,,,curated,NDA
122,Constituency #122,Krishnagiri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣28.9 Cr,,1,93.50606784716591,,False,False,,,,,,,,curated,NDA
122,Constituency #122,Krishnagiri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣3.0 Cr,,1,85.44173193991347,,False,False,,,,,,,,curated,NDA
123,Constituency #123,Coimbatore,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣3.3 Cr,,0,93.77519587644983,,False,False,,,,,,,,curated,SPA
123,Constituency #123,Coimbatore,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣1.4 Cr,,2,90.7178737786022,,False,False,,,,,,,,curated,SPA
123,Constituency #123,Coimbatore,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣13.9 Cr,,0,85.93802223849616,,False,False,,,,,,,,curated,SPA
123,Constituency #123,Coimbatore,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣25.0 Cr,,0,85.2614559917109,,False,False,,,,,,,,curated,SPA
124,Constituency #124,Tirupur,Tamil Nadu,WEST,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣48.0 Cr,,1,87.21394571036937,,False,False,,,,,,,,curated,NDA
124,Constituency #124,Tirupur,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣45.2 Cr,,1,94.12777232349822,,False,False,,,,,,,,curated,NDA
124,Constituency #124,Tirupur,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣38.5 Cr,,1,93.64884079971033,,False,False,,,,,,,,curated,NDA
124,Constituency #124,Tirupur,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣16.8 Cr,,1,87.5331275679563,,False,False,,,,,,,,curated,NDA
125,Constituency #125,Villupuram,Tamil Nadu,NORTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣47.8 Cr,,2,90.7140276083251,,False,False,,,,,,,,curated,NDA
125,Constituency #125,Villupuram,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣30.1 Cr,,2,89.26646118539719,,False,False,,,,,,,,curated,NDA
125,Constituency #125,Villupuram,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣9.4 Cr,,1,90.57558056031255,,False,False,,,,,,,,curated,NDA
125,Constituency #125,Villupuram,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣37.0 Cr,,0,85.72151538907961,,False,False,,,,,,,,curated,NDA
126,Constituency #126,Tiruvannamalai,Tamil Nadu,NORTH,SC,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣19.5 Cr,,1,88.81334591874408,,False,False,,,,,,,,curated,NDA
126,Constituency #126,Tiruvannamalai,Tamil Nadu,NORTH,SC,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣11.5 Cr,,0,86.93713572377611,,False,False,,,,,,,,curated,NDA
126,Constituency #126,Tiruvannamalai,Tamil Nadu,NORTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣31.0 Cr,,1,88.47573566258863,,False,False,,,,,,,,curated,NDA
126,Constituency #126,Tiruvannamalai,Tamil Nadu,NORTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣47.9 Cr,,0,90.89319499582237,,False,False,,,,,,,,curated,NDA
127,Constituency #127,Vellore,Tamil Nadu,NORTH,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣42.9 Cr,,0,92.43237769531929,,False,False,,,,,,,,curated,SPA
127,Constituency #127,Vellore,Tamil Nadu,NORTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣20.3 Cr,,0,93.82036184303962,,False,False,,,,,,,,curated,SPA
127,Constituency #127,Vellore,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣2.6 Cr,,1,89.86252783662016,,False,False,,,,,,,,curated,SPA
127,Constituency #127,Vellore,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣47.5 Cr,,1,90.22191292402452,,False,False,,,,,,,,curated,SPA
128,Constituency #128,Kanyakumari,Tamil Nadu,SOUTH,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣9.2 Cr,,1,93.80716879954878,,False,False,,,,,,,,curated,NDA
128,Constituency #128,Kanyakumari,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣44.6 Cr,,1,90.59599183789783,,False,False,,,,,,,,curated,NDA
128,Constituency #128,Kanyakumari,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣19.0 Cr,,0,85.53521164899675,,False,False,,,,,,,,curated,NDA
128,Constituency #128,Kanyakumari,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣44.2 Cr,,2,88.01576993787467,,False,False,,,,,,,,curated,NDA
129,Constituency #129,Tiruvallur,Tamil Nadu,NORTH,SC,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣1.5 Cr,,2,85.76653347916627,,False,False,,,,,,,,curated,NDA
129,Constituency #129,Tiruvallur,Tamil Nadu,NORTH,SC,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣22.7 Cr,,1,90.13146327189594,,False,False,,,,,,,,curated,NDA
129,Constituency #129,Tiruvallur,Tamil Nadu,NORTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣31.6 Cr,,2,89.048213115061,,False,False,,,,,,,,curated,NDA
129,Constituency #129,Tiruvallur,Tamil Nadu,NORTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣19.2 Cr,,1,86.23052572519168,,False,False,,,,,,,,curated,NDA
130,Constituency #130,Tirunelveli,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣35.5 Cr,,0,93.02475356524057,,False,False,,,,,,,,curated,SPA
130,Constituency #130,Tirunelveli,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣3.6 Cr,,2,92.11358430715977,,False,False,,,,,,,,curated,SPA
130,Constituency #130,Tirunelveli,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣1.2 Cr,,1,92.47041961090761,,False,False,,,,,,,,curated,SPA
130,Constituency #130,Tirunelveli,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣19.0 Cr,,0,91.35272483489534,,False,False,,,,,,,,curated,SPA
131,Constituency #131,Thoothukudi,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣45.3 Cr,,1,85.75728017180292,,False,False,,,,,,,,curated,SPA
131,Constituency #131,Thoothukudi,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣37.4 Cr,,1,94.70285795552897,,False,False,,,,,,,,curated,SPA
131,Constituency #131,Thoothukudi,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣39.8 Cr,,2,88.73259828416643,,False,False,,,,,,,,curated,SPA
131,Constituency #131,Thoothukudi,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣48.1 Cr,,1,89.75613362384289,,False,False,,,,,,,,curated,SPA
132,Constituency #132,Sivaganga,Tamil Nadu,SOUTH,SC,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣20.3 Cr,,2,87.56562919106223,,False,False,,,,,,,,curated,NDA
132,Constituency #132,Sivaganga,Tamil Nadu,SOUTH,SC,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣49.1 Cr,,0,86.70604775396335,,False,False,,,,,,,,curated,NDA
132,Constituency #132,Sivaganga,Tamil Nadu,SOUTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣32.9 Cr,,1,90.37659732057885,,False,False,,,,,,,,curated,NDA
